Area,Median earning,Population_16+,Earning range,Count,Population_18+,BA/BS_18+
"St. Tammany Parish, Louisiana",59093,95229,"10,000 - 14,999",2228,211055.0,73618.0
"Tangipahoa Parish, Louisiana",49942,45229,"10,000 - 14,999",1397,103940.0,20883.0
"Terrebonne Parish, Louisiana",49643,34759,"10,000 - 14,999",972,78258.0,14486.0
"Androscoggin County, Maine",54292,36979,"10,000 - 14,999",670,90637.0,19754.0
"Aroostook County, Maine",51112,22561,"10,000 - 14,999",326,54930.0,14181.0
"Cumberland County, Maine",66977,122838,"10,000 - 14,999",1113,255110.0,133103.0
"Kennebec County, Maine",53247,44274,"10,000 - 14,999",750,103715.0,29728.0
"Penobscot County, Maine",51140,52253,"10,000 - 14,999",231,128590.0,35612.0
"York County, Maine",62392,83045,"10,000 - 14,999",383,181288.0,65379.0
"Allegany County, Maryland",52133,17669,"10,000 - 14,999",107,55670.0,10325.0
"Anne Arundel County, Maryland",77738,254436,"10,000 - 14,999",3475,460747.0,198550.0
"Baltimore County, Maryland",65960,328191,"10,000 - 14,999",6322,661544.0,259562.0
"Calvert County, Maryland",81902,,"10,000 - 14,999",,72909.0,24271.0
"Carroll County, Maryland",75491,71373,"10,000 - 14,999",658,137463.0,53948.0
"Cecil County, Maryland",69798,40758,"10,000 - 14,999",365,82413.0,19619.0
"Charles County, Maryland",72973,71644,"10,000 - 14,999",2065,131242.0,39266.0
"Frederick County, Maryland",80177,120953,"10,000 - 14,999",1011,224827.0,99235.0
"Harford County, Maryland",72120,108039,"10,000 - 14,999",619,206050.0,79611.0
"Howard County, Maryland",92871,141847,"10,000 - 14,999",1562,256950.0,150491.0
"Montgomery County, Maryland",83987,431142,"10,000 - 14,999",5806,819626.0,469657.0
"Prince George's County, Maryland",65279,396793,"10,000 - 14,999",7838,740757.0,255503.0
"St. Mary's County, Maryland",73166,,"10,000 - 14,999",,88521.0,29260.0
"Washington County, Maryland",56596,55185,"10,000 - 14,999",438,122221.0,25959.0
"Wicomico County, Maryland",53101,37154,"10,000 - 14,999",1078,82179.0,20204.0
"Baltimore city, Maryland",56887,211504,"10,000 - 14,999",3579,447403.0,155635.0
"Barnstable County, Massachusetts",70484,75565,"10,000 - 14,999",139,200138.0,93436.0
"Berkshire County, Massachusetts",65649,42427,"10,000 - 14,999",373,106773.0,38697.0
"Bristol County, Massachusetts",65348,216204,"10,000 - 14,999",2962,463619.0,137569.0
"Essex County, Massachusetts",73002,306689,"10,000 - 14,999",2991,642878.0,254093.0
"Franklin County, Massachusetts",60059,24843,"10,000 - 14,999",266,59280.0,23850.0
"Hampden County, Massachusetts",60860,153550,"10,000 - 14,999",1682,365207.0,99152.0
"Hampshire County, Massachusetts",65759,50283,"10,000 - 14,999",446,141171.0,55228.0
"Middlesex County, Massachusetts",89194,659184,"10,000 - 14,999",4667,1310016.0,737147.0
"Norfolk County, Massachusetts",93308,288726,"10,000 - 14,999",2368,580034.0,327329.0
"Plymouth County, Massachusetts",78866,191695,"10,000 - 14,999",1579,426138.0,166102.0
"Suffolk County, Massachusetts",79099,309999,"10,000 - 14,999",2060,646910.0,306502.0
"Worcester County, Massachusetts",70255,319722,"10,000 - 14,999",3580,690405.0,267364.0
"Allegan County, Michigan",55919,46363,"10,000 - 14,999",820,93881.0,26628.0
"Bay County, Michigan",50586,34471,"10,000 - 14,999",168,82673.0,17678.0
"Berrien County, Michigan",54455,49051,"10,000 - 14,999",851,120079.0,35529.0
"Calhoun County, Michigan",47835,44061,"10,000 - 14,999",330,102982.0,20984.0
"Clinton County, Michigan",65509,30843,"10,000 - 14,999",328,63013.0,24200.0
"Eaton County, Michigan",57011,40013,"10,000 - 14,999",695,86706.0,24378.0
"Genesee County, Michigan",52716,122431,"10,000 - 14,999",2503,313305.0,67024.0
"Grand Traverse County, Michigan",59904,33883,"10,000 - 14,999",82,78161.0,30868.0
"Ingham County, Michigan",56144,90108,"10,000 - 14,999",1356,229780.0,78064.0
"Ionia County, Michigan",51849,21807,"10,000 - 14,999",69,51121.0,10228.0
"Jackson County, Michigan",51409,50452,"10,000 - 14,999",1083,126421.0,28440.0
"Kalamazoo County, Michigan",57418,94988,"10,000 - 14,999",1217,206726.0,76514.0
"Kent County, Michigan",60455,248717,"10,000 - 14,999",1717,507844.0,197823.0
"Lapeer County, Michigan",52316,29917,"10,000 - 14,999",181,71001.0,13103.0
"Lenawee County, Michigan",51763,30937,"10,000 - 14,999",870,77672.0,16002.0
"Livingston County, Michigan",72950,76372,"10,000 - 14,999",508,157434.0,57738.0
"Macomb County, Michigan",60084,319060,"10,000 - 14,999",4933,695937.0,181417.0
"Marquette County, Michigan",50586,20612,"10,000 - 14,999",575,55530.0,18117.0
"Midland County, Michigan",61819,27369,"10,000 - 14,999",370,66654.0,21176.0
"Monroe County, Michigan",60658,51936,"10,000 - 14,999",476,123171.0,28881.0
"Montcalm County, Michigan",50520,22694,"10,000 - 14,999",415,53983.0,8075.0
"Muskegon County, Michigan",50370,55792,"10,000 - 14,999",492,137089.0,27488.0
"Oakland County, Michigan",74571,497545,"10,000 - 14,999",5767,1015768.0,488849.0
"Ottawa County, Michigan",60395,105247,"10,000 - 14,999",572,234629.0,81929.0
"Saginaw County, Michigan",50190,58445,"10,000 - 14,999",1091,148106.0,30475.0
"St. Clair County, Michigan",54251,54953,"10,000 - 14,999",604,127824.0,24015.0
"Shiawassee County, Michigan",50285,23685,"10,000 - 14,999",496,54173.0,9893.0
"Van Buren County, Michigan",52021,24855,"10,000 - 14,999",384,58539.0,14404.0
"Washtenaw County, Michigan",71750,125521,"10,000 - 14,999",1653,299927.0,155439.0
"Wayne County, Michigan",53874,548488,"10,000 - 14,999",11127,1339689.0,341849.0
"Anoka County, Minnesota",64906,151176,"10,000 - 14,999",1423,284449.0,90723.0
"Blue Earth County, Minnesota",57629,22563,"10,000 - 14,999",394,56283.0,16334.0
"Carver County, Minnesota",81198,47040,"10,000 - 14,999",380,83547.0,41434.0
"Clay County, Minnesota",61041,23645,"10,000 - 14,999",683,50216.0,17897.0
"Crow Wing County, Minnesota",60325,23175,"10,000 - 14,999",394,54545.0,15622.0
"Dakota County, Minnesota",70540,179540,"10,000 - 14,999",826,341121.0,145435.0
"Hennepin County, Minnesota",75641,498459,"10,000 - 14,999",4949,989486.0,512194.0
"Olmsted County, Minnesota",69165,62570,"10,000 - 14,999",616,125842.0,59061.0
"Ramsey County, Minnesota",62134,195778,"10,000 - 14,999",2571,413891.0,181572.0
"Rice County, Minnesota",62278,21686,"10,000 - 14,999",61,53904.0,12686.0
"St. Louis County, Minnesota",56983,65158,"10,000 - 14,999",849,163794.0,50591.0
"Scott County, Minnesota",72115,60970,"10,000 - 14,999",469,116074.0,43682.0
"Sherburne County, Minnesota",65674,38883,"10,000 - 14,999",278,75887.0,21546.0
"Stearns County, Minnesota",52156,57132,"10,000 - 14,999",853,123261.0,33967.0
"Washington County, Minnesota",78357,106854,"10,000 - 14,999",887,212816.0,102917.0
"Wright County, Minnesota",67141,63340,"10,000 - 14,999",282,110470.0,35098.0
"DeSoto County, Mississippi",54716,76688,"10,000 - 14,999",1156,145706.0,39850.0
"Forrest County, Mississippi",41267,,"10,000 - 14,999",,60331.0,18325.0
"Harrison County, Mississippi",46780,70823,"10,000 - 14,999",1605,161588.0,42173.0
"Hinds County, Mississippi",42060,76560,"10,000 - 14,999",2284,165013.0,45456.0
"Jackson County, Mississippi",52383,55074,"10,000 - 14,999",1366,113273.0,28835.0
"Jones County, Mississippi",43325,,"10,000 - 14,999",,50404.0,9615.0
"Lamar County, Mississippi",50688,,"10,000 - 14,999",,51085.0,17160.0
"Lauderdale County, Mississippi",41694,,"10,000 - 14,999",,54144.0,10796.0
"Lee County, Mississippi",46676,29195,"10,000 - 14,999",550,62356.0,17215.0
"Madison County, Mississippi",54636,44945,"10,000 - 14,999",499,85635.0,39439.0
"Rankin County, Mississippi",51404,57009,"10,000 - 14,999",1828,124962.0,37868.0
"Boone County, Missouri",55741,69540,"10,000 - 14,999",1072,151483.0,64542.0
"Buchanan County, Missouri",46872,28812,"10,000 - 14,999",809,64100.0,11879.0
"Cape Girardeau County, Missouri",50462,30749,"10,000 - 14,999",396,64940.0,18244.0
"Cass County, Missouri",56910,41667,"10,000 - 14,999",471,85862.0,25082.0
"Christian County, Missouri",54794,32233,"10,000 - 14,999",487,70380.0,21934.0
"Clay County, Missouri",61672,107858,"10,000 - 14,999",2049,198767.0,71505.0
"Cole County, Missouri",52384,31572,"10,000 - 14,999",465,60806.0,22938.0
"Franklin County, Missouri",50649,40673,"10,000 - 14,999",659,83498.0,21855.0
"Greene County, Missouri",48455,110881,"10,000 - 14,999",1983,241458.0,67026.0
"Jackson County, Missouri",55084,280304,"10,000 - 14,999",4767,553200.0,183830.0
"Jasper County, Missouri",44530,42856,"10,000 - 14,999",898,94515.0,22016.0
"Jefferson County, Missouri",60304,89773,"10,000 - 14,999",790,179739.0,43414.0
"Platte County, Missouri",68626,44123,"10,000 - 14,999",667,86288.0,40930.0
"St. Charles County, Missouri",70091,168399,"10,000 - 14,999",1191,323866.0,126852.0
"St. Francois County, Missouri",44770,19530,"10,000 - 14,999",383,53195.0,8334.0
"St. Louis County, Missouri",65344,370418,"10,000 - 14,999",5658,771816.0,352191.0
"St. Louis city, Missouri",57918,113218,"10,000 - 14,999",1116,230938.0,101485.0
"Cascade County, Montana",51978,29902,"10,000 - 14,999",759,66138.0,18640.0
"Flathead County, Montana",51823,39391,"10,000 - 14,999",1238,89228.0,30916.0
"Gallatin County, Montana",64110,49095,"10,000 - 14,999",1270,103253.0,45651.0
"Lewis and Clark County, Montana",61413,24109,"10,000 - 14,999",462,59203.0,21379.0
"Missoula County, Montana",50628,47355,"10,000 - 14,999",1222,100373.0,42064.0
"Yellowstone County, Montana",56312,61807,"10,000 - 14,999",1254,132004.0,38599.0
"Douglas County, Nebraska",60021,233288,"10,000 - 14,999",2876,441789.0,179507.0
"Lancaster County, Nebraska",55393,120749,"10,000 - 14,999",2272,254107.0,95979.0
"Sarpy County, Nebraska",62182,85390,"10,000 - 14,999",1300,148080.0,55405.0
"Clark County, Nevada",51471,858077,"10,000 - 14,999",16074,1824661.0,486349.0
"Washoe County, Nevada",59048,183244,"10,000 - 14,999",3161,396438.0,130825.0
"Belknap County, New Hampshire",60665,24237,"10,000 - 14,999",142,53857.0,18101.0
"Cheshire County, New Hampshire",57878,30352,"10,000 - 14,999",408,64293.0,22373.0
"Grafton County, New Hampshire",61594,32470,"10,000 - 14,999",363,78840.0,33613.0
"Hillsborough County, New Hampshire",70852,182999,"10,000 - 14,999",1690,344718.0,138119.0
"Merrimack County, New Hampshire",61421,60615,"10,000 - 14,999",695,128931.0,48693.0
"Rockingham County, New Hampshire",75863,126539,"10,000 - 14,999",599,262094.0,113147.0
"Strafford County, New Hampshire",64317,53434,"10,000 - 14,999",447,110051.0,34628.0
"Atlantic County, New Jersey",57009,92207,"10,000 - 14,999",2877,218632.0,68222.0
"Bergen County, New Jersey",80825,373057,"10,000 - 14,999",6583,759496.0,385650.0
"Burlington County, New Jersey",72773,181292,"10,000 - 14,999",2341,373428.0,150646.0
"Camden County, New Jersey",62326,191245,"10,000 - 14,999",2518,407618.0,138561.0
"Cape May County, New Jersey",76290,30394,"10,000 - 14,999",61,79009.0,30856.0
"Cumberland County, New Jersey",42787,50734,"10,000 - 14,999",1358,115390.0,19566.0
"Essex County, New Jersey",66986,310655,"10,000 - 14,999",4970,652302.0,243329.0
"Gloucester County, New Jersey",70155,111929,"10,000 - 14,999",1599,243230.0,81181.0
"Hudson County, New Jersey",72178,304576,"10,000 - 14,999",3542,568392.0,270778.0
"Hunterdon County, New Jersey",94148,51969,"10,000 - 14,999",251,105406.0,58674.0
"Mercer County, New Jersey",71633,138556,"10,000 - 14,999",1686,298168.0,122345.0
"Middlesex County, New Jersey",75279,325101,"10,000 - 14,999",4449,680117.0,290707.0
"Monmouth County, New Jersey",87198,237279,"10,000 - 14,999",1742,510014.0,247905.0
"Morris County, New Jersey",91705,212710,"10,000 - 14,999",2095,409153.0,222831.0
"Ocean County, New Jersey",66671,195850,"10,000 - 14,999",2624,494303.0,161730.0
"Passaic County, New Jersey",56007,179879,"10,000 - 14,999",3353,392911.0,113903.0
"Salem County, New Jersey",61141,21102,"10,000 - 14,999",107,50866.0,13274.0
"Somerset County, New Jersey",89476,149975,"10,000 - 14,999",1419,276032.0,152245.0
"Sussex County, New Jersey",72524,59296,"10,000 - 14,999",649,118064.0,45550.0
"Union County, New Jersey",65908,229225,"10,000 - 14,999",1702,439284.0,157086.0
"Warren County, New Jersey",67370,46023,"10,000 - 14,999",720,89861.0,31630.0
"Bernalillo County, New Mexico",54367,239668,"10,000 - 14,999",4052,538537.0,190114.0
"Doña Ana County, New Mexico",46654,69407,"10,000 - 14,999",2461,174487.0,50230.0
"Lea County, New Mexico",52121,,"10,000 - 14,999",,51319.0,7176.0
"McKinley County, New Mexico",37936,16752,"10,000 - 14,999",983,50558.0,5254.0
"Otero County, New Mexico",39844,,"10,000 - 14,999",,54075.0,10409.0
"Sandoval County, New Mexico",61419,50584,"10,000 - 14,999",839,123348.0,38904.0
"San Juan County, New Mexico",45157,36649,"10,000 - 14,999",1001,90594.0,16864.0
"Santa Fe County, New Mexico",56227,53014,"10,000 - 14,999",417,131854.0,56597.0
"Valencia County, New Mexico",42131,25661,"10,000 - 14,999",836,61197.0,11125.0
"Albany County, New York",65489,117119,"10,000 - 14,999",2157,260123.0,107799.0
"Bronx County, New York",48456,388510,"10,000 - 14,999",9370,1031701.0,226985.0
"Broome County, New York",55795,58773,"10,000 - 14,999",672,158886.0,46214.0
"Cattaraugus County, New York",49405,21592,"10,000 - 14,999",191,59011.0,11808.0
"Cayuga County, New York",52849,26123,"10,000 - 14,999",304,60381.0,14729.0
"Chautauqua County, New York",51413,38130,"10,000 - 14,999",704,99354.0,22014.0
"Chemung County, New York",54715,25593,"10,000 - 14,999",156,64490.0,16794.0
"Clinton County, New York",53843,26759,"10,000 - 14,999",320,63940.0,16098.0
"Dutchess County, New York",68784,108442,"10,000 - 14,999",831,243157.0,90733.0
"Erie County, New York",60497,331296,"10,000 - 14,999",3893,756716.0,269120.0
"Jefferson County, New York",49008,42743,"10,000 - 14,999",1040,87280.0,20460.0
"Kings County, New York",70248,888964,"10,000 - 14,999",12657,2004108.0,832429.0
"Madison County, New York",58238,22583,"10,000 - 14,999",267,54637.0,15087.0
"Monroe County, New York",61420,262144,"10,000 - 14,999",3833,597745.0,229878.0
"Nassau County, New York",85500,504689,"10,000 - 14,999",4633,1086193.0,502424.0
"New York County, New York",102097,655775,"10,000 - 14,999",7043,1381291.0,860960.0
"Niagara County, New York",54691,74620,"10,000 - 14,999",928,168091.0,42636.0
"Oneida County, New York",54543,73844,"10,000 - 14,999",841,179090.0,44903.0
"Onondaga County, New York",61856,164534,"10,000 - 14,999",2843,370637.0,140618.0
"Ontario County, New York",61434,38053,"10,000 - 14,999",163,91683.0,34033.0
"Orange County, New York",63992,138841,"10,000 - 14,999",2588,303245.0,90816.0
"Oswego County, New York",54789,39384,"10,000 - 14,999",276,94688.0,18577.0
"Putnam County, New York",86306,37607,"10,000 - 14,999",170,79400.0,36978.0
"Queens County, New York",60705,828140,"10,000 - 14,999",11410,1821344.0,637425.0
"Rensselaer County, New York",70433,57370,"10,000 - 14,999",775,129327.0,44893.0
"Richmond County, New York",71576,171514,"10,000 - 14,999",1899,385625.0,133087.0
"Rockland County, New York",71377,102700,"10,000 - 14,999",2094,238797.0,91363.0
"St. Lawrence County, New York",52427,29521,"10,000 - 14,999",726,86080.0,20725.0
"Saratoga County, New York",69380,90826,"10,000 - 14,999",824,193627.0,81172.0
"Schenectady County, New York",64700,55627,"10,000 - 14,999",564,125739.0,42612.0
"Steuben County, New York",55638,29759,"10,000 - 14,999",363,72825.0,17596.0
"Suffolk County, New York",73880,571753,"10,000 - 14,999",6373,1210386.0,459521.0
"Sullivan County, New York",55401,27143,"10,000 - 14,999",656,62688.0,17767.0
"Tompkins County, New York",60491,32136,"10,000 - 14,999",396,89603.0,43032.0
"Ulster County, New York",64380,59448,"10,000 - 14,999",491,151597.0,55355.0
"Warren County, New York",59382,25402,"10,000 - 14,999",293,54362.0,19623.0
"Wayne County, New York",57679,31963,"10,000 - 14,999",466,72243.0,18273.0
"Westchester County, New York",84565,367416,"10,000 - 14,999",5767,782937.0,398013.0
"Alamance County, North Carolina",50415,66376,"10,000 - 14,999",1093,139851.0,37546.0
"Brunswick County, North Carolina",52529,45032,"10,000 - 14,999",1226,138339.0,46125.0
"Buncombe County, North Carolina",50743,92292,"10,000 - 14,999",1178,227498.0,101925.0
"Burke County, North Carolina",42016,30221,"10,000 - 14,999",310,72200.0,13742.0
"Cabarrus County, North Carolina",56282,98601,"10,000 - 14,999",985,180343.0,62871.0
"Caldwell County, North Carolina",46215,29345,"10,000 - 14,999",374,65056.0,11181.0
"Carteret County, North Carolina",58951,24890,"10,000 - 14,999",1022,59655.0,21031.0
"Catawba County, North Carolina",47196,63017,"10,000 - 14,999",752,129226.0,31316.0
"Chatham County, North Carolina",71796,,"10,000 - 14,999",,66458.0,30985.0
"Cleveland County, North Carolina",50954,35656,"10,000 - 14,999",1058,78870.0,20485.0
"Craven County, North Carolina",43889,34170,"10,000 - 14,999",1019,80634.0,18530.0
"Cumberland County, North Carolina",44111,126242,"10,000 - 14,999",2546,252646.0,63624.0
"Davidson County, North Carolina",50336,61649,"10,000 - 14,999",423,137525.0,28988.0
"Durham County, North Carolina",62274,139046,"10,000 - 14,999",2649,271771.0,144683.0
"Forsyth County, North Carolina",50871,137079,"10,000 - 14,999",2141,304928.0,116622.0
"Franklin County, North Carolina",52321,,"10,000 - 14,999",,60490.0,14508.0
"Gaston County, North Carolina",54001,89295,"10,000 - 14,999",1375,184262.0,49026.0
"Guilford County, North Carolina",50274,202235,"10,000 - 14,999",3440,430053.0,144261.0
"Harnett County, North Carolina",56152,44795,"10,000 - 14,999",434,105762.0,27762.0
"Henderson County, North Carolina",49098,39111,"10,000 - 14,999",1152,97503.0,34633.0
"Iredell County, North Carolina",54800,78152,"10,000 - 14,999",1335,155565.0,51563.0
"Johnston County, North Carolina",55666,91904,"10,000 - 14,999",2040,182580.0,52813.0
"Lee County, North Carolina",42056,,"10,000 - 14,999",,51495.0,10937.0
"Lincoln County, North Carolina",52330,,"10,000 - 14,999",,76150.0,21208.0
"Mecklenburg County, North Carolina",65020,502835,"10,000 - 14,999",6239,901579.0,435194.0
"Moore County, North Carolina",65835,33040,"10,000 - 14,999",772,84035.0,35312.0
"Nash County, North Carolina",51348,36574,"10,000 - 14,999",577,75194.0,16200.0
"New Hanover County, North Carolina",57465,85633,"10,000 - 14,999",1188,196745.0,85701.0
"Onslow County, North Carolina",41281,89587,"10,000 - 14,999",2084,160936.0,29755.0
"Orange County, North Carolina",65134,52308,"10,000 - 14,999",844,123622.0,64650.0
"Pender County, North Carolina",54248,,"10,000 - 14,999",,53117.0,16887.0
"Pitt County, North Carolina",51505,57779,"10,000 - 14,999",1054,137852.0,41394.0
"Randolph County, North Carolina",49735,50384,"10,000 - 14,999",687,114898.0,21060.0
"Robeson County, North Carolina",41076,34118,"10,000 - 14,999",1612,86888.0,11075.0
"Rockingham County, North Carolina",49270,31532,"10,000 - 14,999",441,73957.0,13036.0
"Rowan County, North Carolina",50649,53775,"10,000 - 14,999",1618,118863.0,27343.0
"Rutherford County, North Carolina",43640,20647,"10,000 - 14,999",561,52471.0,10499.0
"Stanly County, North Carolina",51679,23085,"10,000 - 14,999",367,51689.0,9519.0
"Surry County, North Carolina",44271,23058,"10,000 - 14,999",394,56602.0,11691.0
"Union County, North Carolina",62081,92679,"10,000 - 14,999",938,191627.0,71836.0
"Wake County, North Carolina",73780,495316,"10,000 - 14,999",6204,919576.0,502378.0
"Wayne County, North Carolina",44847,37053,"10,000 - 14,999",1167,90867.0,18190.0
"Wilkes County, North Carolina",44930,,"10,000 - 14,999",,52999.0,9106.0
"Wilson County, North Carolina",46553,,"10,000 - 14,999",,61019.0,11949.0
"Burleigh County, North Dakota",62985,40131,"10,000 - 14,999",512,77088.0,28745.0
"Cass County, North Dakota",56522,82197,"10,000 - 14,999",881,152956.0,58218.0
"Grand Forks County, North Dakota",56112,26244,"10,000 - 14,999",406,57940.0,17260.0
"Ward County, North Dakota",55167,28148,"10,000 - 14,999",452,51868.0,14602.0
"Allen County, Ohio",52028,34955,"10,000 - 14,999",409,77232.0,14740.0
"Ashtabula County, Ohio",50294,30927,"10,000 - 14,999",270,75762.0,12935.0
"Belmont County, Ohio",46639,21665,"10,000 - 14,999",354,52815.0,11814.0
"Butler County, Ohio",57115,140673,"10,000 - 14,999",1703,302537.0,86615.0
"Clark County, Ohio",52590,41628,"10,000 - 14,999",916,104221.0,17839.0
"Clermont County, Ohio",61345,79969,"10,000 - 14,999",735,165741.0,49872.0
